fileName,deviceName,startDateTime,modifiedOn,message,status,Root_cause_of_failure,Action_taken_to_solve,Exception_Type
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:45:14.172692100Z,2021-10-01T04:45:14.793162Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:41:31.278434800Z,2021-10-01T04:41:32.744180800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:40:19.296096800Z,2021-10-01T04:40:20.026937700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:39:05.629441100Z,2021-10-01T04:39:06.942268900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-10-01T04:38:15.030881900Z,2021-10-01T04:38:16.023521500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-09-30T13:35:09.316669400Z,2021-09-30T13:35:10.871395700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-09-30T11:59:54.382701800Z,2021-09-30T11:59:54.426130400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
supply chain management,DESKTOP-56OTK9I,2021-09-30T11:58:27.142914300Z,2021-09-30T11:58:27.285603200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
message box,DESKTOP-56OTK9I,2021-09-30T05:42:48.700444500Z,2021-09-30T05:42:49.222185800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-09-29T12:41:29.778415Z,2021-09-29T12:41:30.242039Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-09-29T11:00:03.269869100Z,2021-09-29T11:00:03.694786100Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-09-29T10:27:17.833446Z,2021-09-29T10:27:17.770809Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
employee data migration,DESKTOP-56OTK9I,2021-09-29T10:10:51.423805500Z,2021-09-29T10:10:51.539493900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T09:57:12.048910300Z,2021-09-29T09:57:12.721906200Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T09:46:03.907902200Z,2021-09-29T09:46:04.766238700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T09:39:19.162264300Z,2021-09-29T09:39:19.482763700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T09:34:26.999390800Z,2021-09-29T09:34:27.579883700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T09:29:56.354869200Z,2021-09-29T09:29:56.401626500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T07:43:16.202160800Z,2021-09-29T07:43:17.927233700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T07:41:41.140741500Z,2021-09-29T07:41:42.069803400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T07:40:54.253433600Z,2021-09-29T07:40:55.299715300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:52:18.853401400Z,2021-09-29T06:52:20.248804400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:49:35.406812Z,2021-09-29T06:49:36.280741400Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
123,DESKTOP-56OTK9I,2021-09-29T06:47:19.639462100Z,2021-09-29T06:47:20.878907500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
123,DESKTOP-56OTK9I,2021-09-29T06:35:46.405273300Z,2021-09-29T06:35:47.826954Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
123,DESKTOP-56OTK9I,2021-09-29T06:31:59.507637Z,2021-09-29T06:32:00.987074900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:22:56.134600500Z,2021-09-29T06:22:57.390690700Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:21:08.316614300Z,2021-09-29T06:21:09.319216900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:16:06.553334700Z,2021-09-29T06:16:07.457973300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:15:48.302746Z,2021-09-29T06:15:50.000107300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:14:33.961484400Z,2021-09-29T06:14:35.071730300Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:10:38.720257300Z,2021-09-29T06:10:39.725260900Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:10:18.584170800Z,2021-09-29T06:10:19.900311800Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google chrome,DESKTOP-56OTK9I,2021-09-29T06:03:53.861967800Z,2021-09-29T06:03:55.088868500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T13:13:50.408563800Z,2021-09-28T13:13:51.119692600Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T11:35:40.068865100Z,2021-09-28T11:35:41.569151500Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-09-28T11:22:23.558514300Z,2021-09-28T11:22:24.380402Z,Forcefully closed the bot execution due to user stopping it.,RUN_FAILED,Bot Aborted by user,Send Email notification to concerned team/admin mentioning the error message,System exception
Google Chrome -assignment,,,2021-10-04T04:23:24.139751400Z,In Google Chrome -assignment: We found an issue that prevents the bot from running.Search for 'preprocessing' on  https://docs.automationanywhere.com/csh?context=csh-preprocessing-error-messages to find the most common causes and what to do about them.,DEPLOY_FAILED,Technical Issue,"Unknown error occurred , reran the bot ",Internal exception
Google Chrome -assignment,,,2021-10-04T04:23:45.481530100Z,In Google Chrome -assignment: We found an issue that prevents the bot from running.Search for 'preprocessing' on  https://docs.automationanywhere.com/csh?context=csh-preprocessing-error-messages to find the most common causes and what to do about them.,DEPLOY_FAILED,Technical Issue,"Unknown error occurred , reran the bot ",Internal exception
Google Chrome -assignment,,,2021-10-04T04:23:55.600048500Z,In Google Chrome -assignment: We found an issue that prevents the bot from running.Search for 'preprocessing' on  https://docs.automationanywhere.com/csh?context=csh-preprocessing-error-messages to find the most common causes and what to do about them.,DEPLOY_FAILED,Technical Issue,"Unknown error occurred , reran the bot ",Internal exception
activityTest,DESKTOP-J077TEN,2021-11-01T05:32:07.773358500Z,2021-11-01T05:32:08.039095600Z,There is already an existing deployment in-progress for this user session - ww930\a783791,DEPLOY_FAILED,Deployment Issue,"Check if bot is already in progress, wait for sometime and reran the bot",System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-10-01T10:41:16.060019400Z,2021-10-01T10:41:16.849931200Z,There is already an existing deployment in-progress for this user session - ww930\a821772,DEPLOY_FAILED,Deployment Issue,"Check if bot is already in progress, wait for sometime and reran the bot",System exception
rpa challenge assignment,DESKTOP-56OTK9I,2021-10-01T10:41:07.264926400Z,2021-10-01T10:41:07.512890600Z,There is already an existing deployment in-progress for this user session - ww930\a821772,DEPLOY_FAILED,Deployment Issue,"Check if bot is already in progress, wait for sometime and reran the bot",System exception
employee data migration,DESKTOP-56OTK9I,2021-10-01T10:35:15.572535100Z,2021-10-01T10:35:16.122068900Z,There is already an existing deployment in-progress for this user session - ww930\a821772,DEPLOY_FAILED,Deployment Issue,"Check if bot is already in progress, wait for sometime and reran the bot",System exception
